"biaId","name","brands","legalName","identificationNumber","address","city","phones","fax","emails","website","facebook","instagram","linkedin","youtube","categories","companySize","yearFounded","employees","description","workingHours","lat","lng","logoUrl","biaUrl","sourceSubcategory","sourceSubcategoryId","sourceCategory","sourceCategoryId"
"102364","ეარსისტემს","ეარსისტემს","","404572761","0108, თბილისი, ძველი თბილისის რაიონი, გრიბოედოვის ქ. 5","","+995577040028","","","http://airsystems.ge/","https://www.facebook.com/AirSystems.ge","","","","დილერები; გენერატორებით და სტაბილიზატორებით ვაჭრობა,მონტაჟი; სავენტილაციო სისტემებით და მოწყობილობებით ვაჭრობა,მონტაჟი; კონდენციონერებით ვაჭრობა და მონტაჟი; ავზებით ვაჭრობა; კავშირგაბმულობის ბაზების მშენებლობა; ლითონის ნაკეთობების წარმოება; ლითონის ნაკეთობებით ვაჭრობა; თბოსაიზოლაციო მასალებით ვაჭრობა; სატელეკომუნიკაციო მომსახურება; საქალაქთაშორისო და საერთაშორისო სატელეფონო კავშირი; უსაფრთხოების სისტემებით, მოწყობილობებით ვაჭრობა და მონტაჟი; ხანძარსაწინააღმდეგო ავტომატური სისტემებით ვაჭრობა და მონტაჟი","","","","","ორშაბათი - პარასკევი: 10:00 - 18:00","","","","https://www.bia.ge/Company/102364","Subcategory 3279","3279","Direct",""
"73071","devochki","დევოჩკი","","406062638","0168, თბილისი, ისანი-სამგორის რაიონი, ბ. ჭიჭინაძის ქ. 19, ბ. 25","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; გადახდის ტერმინალები","","","","","","","","","https://www.bia.ge/Company/73071","Subcategory 3279","3279","Direct",""
"46583","არება","არება","","429321771","1800, მცხეთა-მთიანეთი, დუშეთის რაიონი, დუშეთი, სტალინის ქ. 64","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო საქონლით ვაჭრობა; ავეჯით ვაჭრობა; ავეჯით ვაჭრობა (საოფისე)","","","","","","","","","https://www.bia.ge/Company/46583","Subcategory 3279","3279","Direct",""
"94919","ბაბუ გრუპ","ბაბუ გრუპ","","405002624","0186, თბილისი, ვაკე-საბურთალოს რაიონი, ვაჟა-ფშაველას VII კვ. 5ა კორპ., ბ. 68","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ელექტროხელსაწყოებით და ელექტროპროდუქციით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/94919","Subcategory 3279","3279","Direct",""
"94939","ბაუთულს","ბაუთულს","","405136678","0126, თბილისი, ვაკე-საბურთალოს რაიონი, სოფელი დიღომი","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ელექტროხელსაწყოებით და ელექტროპროდუქციით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/94939","Subcategory 3279","3279","Direct",""
"83202","ბბგ","ბბგ","","216454593","3700, ქვემო ქართლი, რუსთავი, თოდრიას ქ. 19/101","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/83202","Subcategory 3279","3279","Direct",""
"9090","გლობალ ტექნიქსი","გლობალ ტექნიქსი","","404896706","0177, თბილისი, ვაკე-საბურთალოს რაიონი, ვაჟა-ფშაველას I შეს. 3, ბ. 221","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კომპიუტერული ტექნიკით და აქსესუარებით ვაჭრობა (საცალო); საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო); ციფრული ტექნიკით ვაჭრობა; მობილური ტელეფონებით და აქსესუარებით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/9090","Subcategory 3279","3279","Direct",""
"30725","დ.ი.დ. ჯგუფი","დ.ი.დ. ჯგუფი","","419991414","2100, სამეგრელო-ზემო სვანეთი, ზუგდიდის რაიონი, ზუგდიდი, დუტუ მეგრელის ქ. I შეს., 1","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კომპიუტერული ტექნიკით და აქსესუარებით ვაჭრობა (საცალო); გათბობის სისტემებით და მოწყობილობებით ვაჭრობა, მონტაჟი; კონდენციონერებით ვაჭრობა და მონტაჟი; ციფრული ტექნიკით ვაჭრობა; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო); მობილური ტელეფონებით და აქსესუარებით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/30725","Subcategory 3279","3279","Direct",""
"36181","ელმიქს","ელმიქს","","423352730","0700, სამცხე-ჯავახეთი, ახალქალაქის რაიონი, ახალქალაქი, თამარ მეფის გამზ. 80/1","ს რაიონი, ახალქალაქი, თამარ მეფის გამზ. 80/1","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/36181","Subcategory 3279","3279","Direct",""
"50581","ელსანი","ემბავუდი","","421271787","4600, იმერეთი, ქუთაისი, ხუნდაძის ქ. 51ა, ბ. 31","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ავეჯით ვაჭრობა; ავეჯით ვაჭრობა (საოფისე); სამზარეულოს ავეჯით ვაჭრობა; რბილი ავეჯით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/50581","Subcategory 3279","3279","Direct",""
"36618","თამთა–87","თამთა 87","","441557165","4800, კახეთი, ყვარლის რაიონი, ყვარელი, ი. ჭავჭავაძის ქ. VI შეს., 5","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ავეჯით ვაჭრობა; სამზარეულოს ავეჯით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/36618","Subcategory 3279","3279","Direct",""
"13531","თევდორე ზანდარაშვილი","თევდორე ზანდარაშვილი","","01030019948","0101, თბილისი, დიდუბე-ჩუღურეთის რაიონი, რეხის ქ. 5","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/13531","Subcategory 3279","3279","Direct",""
"41643","ლუკა 2015","ემბავუდი","","419994732","2100, სამეგრელო-ზემო სვანეთი, ზუგდიდის რაიონი, რუხი","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ავეჯით ვაჭრობა; ავეჯის წარმოება; ავეჯის წარმოება (საოფისე); რბილი ავეჯით ვაჭრობა; სამზარეულოს ავეჯით ვაჭრობა; სამზარეულოს ავეჯის წარმოება","","","","","","","","","https://www.bia.ge/Company/41643","Subcategory 3279","3279","Direct",""
"7052","BIA","","","","","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","","","","","","","","","","https://www.bia.ge/Company/7052","Subcategory 3279","3279","Direct",""
"3884","ნიუ სტაილ","ნიუ სტაილ","","205168398","0159, თბილისი, ვაკე-საბურთალოს რაიონი, პ. სარაჯიშვილის ქ. 11","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; მეტალო–პლასტმასის მასალებით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/3884","Subcategory 3279","3279","Direct",""
"102963","პარტნერს","პარტნერს","","402119863","0131, თბილისი, ვაკე-საბურთალოს რაიონი, პ. იბერის ქ. 24 ბლოკი გ, ბ. 35","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; სამზარეულოს დანადგარებით ვაჭრობა; სასტუმროსთვის საჭირო ინვენტარით ვაჭრობა; მეორადი მოხმარების საქონლით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/102963","Subcategory 3279","3279","Direct",""
"105838","საქ. ტექ. გრუპი","ჰიუნდაი","","406293390","0103, თბილისი, ისანი-სამგორის რაიონი, დედოფლისწყაროს ქ. 50/18, გ ბლოკი, ბ. 69","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; სასოფლო–სამეურნეო ინვენტარით, ტექნიკით, მოწყობილობით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/105838","Subcategory 3279","3279","Direct",""
"64385","სმაილი 2016","სმაილი 2016","","405150330","0186, თბილისი, ვაკე-საბურთალოს რაიონი, ვაჟა-ფშაველას III კვ. 10 კორპ., ბ. 50","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კომპიუტერული ტექნიკით და აქსესუარებით ვაჭრობა (საცალო); კონდენციონერებით ვაჭრობა და მონტაჟი; გათბობის სისტემებით და მოწყობილობებით ვაჭრობა, მონტაჟი; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო); ციფრული ტექნიკით ვაჭრობა; ვიდეო–აუდიო ტექნიკით საცალო ვაჭრობა; მობილური ტელეფონებით და აქსესუარებით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/64385","Subcategory 3279","3279","Direct",""
"7415","ტექნოლიდერ","ტექნოლიდერ","","245442882","6000, აჭარის ავტონომიური რესპუბლიკა, ბათუმი, ერას ქ. 73","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კომპიუტერული ტექნიკით და აქსესუარებით ვაჭრობა (საცალო); კონდენციონერებით ვაჭრობა და მონტაჟი; გათბობის სისტემებით და მოწყობილობებით ვაჭრობა, მონტაჟი; სამზარეულოს ავეჯით ვაჭრობა; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო); მობილური ტელეფონებით და აქსესუარებით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/7415","Subcategory 3279","3279","Direct",""
"5257","ილია გოგიძე","ილია გოგიძე","","01022000808","0141, თბილისი, გლდანი-ნაძალადევის რაიონი, ხორნაბუჯის ქ. 56","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","ავტომობილებით ვაჭრობა; დილერები","","","","","","","","","https://www.bia.ge/Company/5257","Subcategory 3279","3279","Direct",""
"124314","ყვითელი","ყვითელი","","405704714","0171, თბილისი, ვაკე-საბურთალოს რაიონი, ს. ჩიქოვანის ქ. 24, ბ. 6","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კომპიუტერული ტექნიკით და აქსესუარებით ვაჭრობა (საბითუმო); ინტერნეტ მაღაზიები; ვიდეო–აუდიო ტექნიკით საბითუმო ვაჭრობა; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საბითუმო)","","","","","","","","","https://www.bia.ge/Company/124314","Subcategory 3279","3279","Direct",""
"94953","ჯეოტექნო","ჯეოტექნო","","445407266","6000, აჭარის ავტონომიური რესპუბლიკა, ბათუმი, ლ. ასათიანი ქ. 71, ბ. 6","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ელექტროხელსაწყოებით და ელექტროპროდუქციით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/94953","Subcategory 3279","3279","Direct",""
"71018","სოლო–2012","სოლო 2012","","446954813","6200, აჭარის ავტონომიური რესპუბლიკა, ქობულეთის რაიონი, ქობულეთი, მ. აბაშიძის ქ. 12, ბ. 37","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; გადახდის ტერმინალები","","","","","","","","","https://www.bia.ge/Company/71018","Subcategory 3279","3279","Direct",""
"36617","ჯი ჯგუფი","ჯი ჯგუფი","","441557049","4800, კახეთი, ყვარლის რაიონი, ყვარელი, ჭავჭავაძის ქ. 21","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო); ციფრული ტექნიკით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/36617","Subcategory 3279","3279","Direct",""
"4493","იკა 2010","იკა 2010","","245628628","6000, აჭარის ავტონომიური რესპუბლიკა, ბათუმი, კ. გამსახურდიას ქ. 47","","+995571100000","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; მობილური კავშირის დილერები","","","","","","","","","https://www.bia.ge/Company/4493","Subcategory 3279","3279","Direct",""
"7229","აჭარა პარტნიორი","აჭარა პარტნიორი","","445395108","6000, აჭარის ავტონომიური რესპუბლიკა, ბათუმი, ლ. ასათიანი ქ. 5, ბ. 5","","+995574305001","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","ბენზინგასამართი სადგურები; დილერები","","","","","","","","","https://www.bia.ge/Company/7229","Subcategory 3279","3279","Direct",""
"13614","ელექტროლუქსი","ელექტროლუქსი","","415589688","5500, იმერეთი, ჭიათურის რაიონი, ჭიათურა, პატარიძის ქ. 2, ბ. 20","","+995551212108","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; საყოფაცხოვრებო ტექნიკით ვაჭრობა (საცალო)","","","","","","","","","https://www.bia.ge/Company/13614","Subcategory 3279","3279","Direct",""
"21645","ირვა","ირვა","","406087130","0127, თბილისი, ისანი-სამგორის რაიონი, ფონიჭალა 12 კორპ., ბ. 22","","+995599119575","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; ავეჯით ვაჭრობა","","","","","","","","","https://www.bia.ge/Company/21645","Subcategory 3279","3279","Direct",""
"1287","ლ & მ","ლ & მ","","206166646","0152, თბილისი, ისანი-სამგორის რაიონი, ვაზისუბნის 4 მ/რ I კვ., 19 კორპ., ბ. 40","","","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","ბენზინგასამართი სადგურები; დილერები","","","","","","","","","https://www.bia.ge/Company/1287","Subcategory 3279","3279","Direct",""
"21151","წერო","წერო","","401979828","0119, თბილისი, დიდუბე-ჩუღურეთის რაიონი, სამტრედიის ქ. 3 კორპ., ბ. 47","","+995570701615","","","","https://www.facebook.com/BIA.BusinessInformationAgency/","","","","დილერები; კვების პროდუქტებით ვაჭრობა (საბითუმო)","","","","","","","","","https://www.bia.ge/Company/21151","Subcategory 3279","3279","Direct",""
